Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Std,Bwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Flow Bytes/s,Flow Packets/s,Protocol,Source Port,Destination Port,Fwd IAT Mean,Fwd IAT Std,Bwd IAT Mean,Bwd IAT Std,Fwd PSH Flags,Fwd URG Flags,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Idle Mean,Idle Std,Label,Binary Label
53628,10,3,1524,969,89.15258,197.765846,69.944353,148.196696,350.174625,960.525289,165.54185,46486.909823,242.410681,6,65419,22125,1154.944992,430.7166,2508.320691,1294.655185,1,0,0,2,1,1,5,0,0,0,391.742833,89.15258,350.174625,9.015552,1302.95628,2.653556,801.530162,35697,21968,9.019975,103,1779.918688,572.100471,4345.956659,5086.688833,BENIGN,0
11524,7,13,492,2155,209.671672,705.101623,31.717337,61.015666,111.531174,314.368524,81.829543,229694.550503,1735.508504,6,36514,21,1377.424032,228.983445,606.930997,474.662749,0,0,0,2,0,0,11,1,0,0,765.232017,209.671672,111.531174,5.839005,472.843889,12.879294,1817.658507,2056,30910,5.317093,162,11643.276143,945.276578,5801.141755,2171.667791,BENIGN,0
82292,13,6,4087,380,331.593484,850.45237,77.876868,211.265216,32.964868,124.017943,25.492012,54282.311768,230.885141,6,47427,80,1822.911534,1167.487453,17.850369,699.41826,0,0,0,1,0,0,9,0,0,0,259.034353,331.593484,32.964868,11.076084,3656.700426,5.251104,332.066644,30669,46470,12.673259,83,2421.634349,480.585186,38.47246,813.48456,BENIGN,0
75932,12,5,2988,464,180.877412,376.612793,107.173112,151.679982,194.67348,815.426011,96.690226,45461.728915,223.884528,6,56457,50466,786.438098,189.432867,655.445386,179.483066,0,0,1,4,0,0,2,0,1,0,210.717531,180.877412,194.67348,11.691223,2965.142994,4.530003,459.718882,50906,39346,9.401995,137,4802.440066,1321.434999,1303.216646,1464.115384,DDoS,1
67671,5,5,8230,1668,1622.700742,2854.636593,240.339338,37.150341,135.393607,511.118081,82.638668,146266.495249,147.773788,17,20683,8080,622.293256,286.662705,1900.578674,1287.235385,0,0,0,1,0,0,4,0,0,0,156.99303,1622.700742,135.393607,4.551354,7066.008851,4.100461,1582.373019,12085,56808,4.783282,188,18431.178571,284.947754,13565.388987,1818.786797,BENIGN,0
104833,16,9,19826,1419,1285.042783,4781.693436,900.558663,90.455125,376.288898,1173.897356,175.130831,202655.652323,238.474526,6,37022,21,368.028689,486.958263,1495.752801,89.417205,0,0,0,3,0,1,8,0,0,0,619.403916,1285.042783,376.288898,13.518957,17790.041652,8.521959,1408.451917,48655,56428,14.714823,184,2178.29043,936.166941,14541.00294,2182.758887,BENIGN,0
8993,15,4,2300,227,803.41933,1937.081848,308.320349,170.641479,139.196032,642.270493,53.307802,280996.330479,2112.754365,17,40289,135,544.367861,416.576458,513.376072,371.547589,0,0,1,1,0,0,5,0,0,0,229.350225,803.41933,139.196032,14.943253,2208.080197,3.266136,226.116497,39577,49958,11.476136,35,6084.779946,356.633506,16864.951399,77.357225,BENIGN,0
48128,20,10,1265,6476,1409.18636,3009.607297,521.437183,14.066808,174.487042,751.639532,100.849425,160841.921543,623.337766,6,2986,21,203.507163,1255.691849,2595.104512,947.844053,1,0,0,1,0,1,3,0,0,0,64.656255,1409.18636,174.487042,19.989034,1142.745508,9.473449,5941.333224,55634,28894,16.195884,197,2672.592811,1033.326082,13248.145148,6138.200002,BENIGN,0
21661,10,3,1460,193,2041.289791,9197.738743,650.417553,516.189388,34.957091,67.408823,26.283384,76312.266285,600.156964,6,46761,21,1855.414362,408.995804,8444.848054,873.903729,1,0,2,2,0,0,5,0,0,0,685.718916,2041.289791,34.957091,9.762742,1211.065092,2.759823,184.300386,58146,44608,7.597662,182,1253.910771,304.698507,5931.551123,1441.26633,PortScan,1
703,3,0,335,0,722.774168,2959.063499,440.723329,422.176966,769.290018,2229.756615,540.388101,476529.16074,4267.42532,6,52924,46781,246.194114,371.606178,1147.657035,2198.044553,0,0,2,0,1,0,7,0,0,0,394.084618,722.774168,769.290018,2.876847,269.969654,0.0,0.0,33930,23541,2.95847,153,11296.276457,1427.470046,340.4275,1392.034286,BENIGN,0
28511,27,6,4593,3873,883.878948,1602.984973,405.42246,432.203239,114.678923,353.978685,17.216058,296938.023921,1157.448003,1,50656,21113,266.776617,65.762066,8076.010269,107.682687,0,0,0,2,0,0,7,0,0,0,600.935318,883.878948,114.678923,22.644164,4106.130408,5.890707,3210.479093,41973,53860,25.43548,184,1730.445543,2734.668555,3369.21768,1698.535248,DoS,1
42711,12,4,2107,2211,779.781263,1683.070171,456.10639,15.137239,439.791849,853.846284,219.888434,101098.077779,374.610756,6,1830,22,1823.254453,326.65052,925.110301,283.414755,0,0,2,2,0,1,6,0,0,0,1279.210989,779.781263,439.791849,11.281647,1702.59362,3.982551,2127.104525,30631,7661,9.761189,112,2423.351318,1031.135865,16453.02874,2823.20248,PortSc,1
38044,6,9,2775,2514,426.28844,1580.958023,209.587123,323.953008,662.325419,2692.809293,197.400133,139023.236253,394.280307,6,21897,25,546.007131,197.806524,784.965281,56.27948,0,0,0,1,1,0,7,0,0,0,564.625832,426.28844,662.325419,5.061617,2562.237418,8.683772,2089.165726,49843,57126,4.981558,105,772.401695,3438.317655,20817.769267,2829.183633,BENIGN,0
153108,11,2,1539,530,41.45573,95.023936,25.768504,360.809991,38.400202,104.192864,27.526418,13513.336991,84.907386,6,24238,8080,982.193917,129.917302,111.642611,2452.882519,0,0,0,3,0,0,3,0,0,1,155.120807,41.45573,38.400202,9.86288,1432.379706,1.789975,480.336446,41606,7929,9.713685,45,6613.73379,1684.050004,6109.292957,2169.641778,BENIGN,0
44967,9,0,8597,0,570.457456,2059.551563,344.073029,257.472918,405.751666,781.542339,135.398861,191184.646519,200.146774,6,51205,53,5866.744115,217.902074,2894.13994,696.107521,0,0,0,2,0,0,6,2,0,1,346.968548,570.457456,405.751666,7.818196,8235.277071,0.0,0.0,39508,45331,8.080609,47,4212.129262,1879.307969,8329.444685,1291.327596,DDoS,1
75231,13,3,9461,56,26.652491,56.223613,20.567188,441.05506,16.943194,68.028057,3.737221,126503.701931,212.678284,6,45914,8080,2458.870903,324.027599,6816.542811,404.018682,0,0,0,3,1,0,5,0,0,0,663.235336,26.652491,16.943194,11.868758,7795.700981,2.901322,53.583225,45127,29161,10.143074,148,3394.725372,2129.476805,10417.566341,2375.79775,BENIGN,0
143662,29,5,3731,1300,35.950793,105.18702,8.113572,418.133999,47.631355,228.421123,29.686917,35019.699016,236.66662,6,62002,2256,1209.342865,475.255385,644.805853,550.782901,0,0,0,5,0,0,3,0,0,0,113.971237,35.950793,47.631355,28.690747,3208.643847,4.121099,1122.84862,35617,5359,22.065988,42,1371.3132,2066.505866,5131.484279,1415.781232,BENIGN,0
33797,4,2,4548,763,85.260497,199.258831,34.028833,177.874645,167.760965,325.524876,59.403878,157144.125218,177.53055,6,59328,135,1369.466445,12.520491,846.899967,131.52488,1,0,1,2,0,0,5,0,0,0,124.100906,85.260497,167.760965,3.808102,3829.583825,1.727556,707.221933,25534,40018,3.521645,84,4755.235819,1512.741056,9906.880638,1539.656536,PortSc,1
17295,12,6,4272,1531,154.471115,303.700052,42.861242,309.522393,15.24796,72.336872,11.829781,335530.500145,1040.763226,6,19139,135,1079.096125,35.849895,10.273533,172.072994,0,0,0,2,0,0,7,0,0,0,949.790743,154.471115,15.24796,11.425674,3548.495287,4.820408,1395.235142,15192,35917,8.958808,188,536.996948,348.375507,1927.994069,3691.478627,PortSc,1
58063,22,3,3641,2057,1019.386728,4639.090859,663.165824,87.275942,300.69035,503.100354,172.864252,98134.78463,430.566798,6,12751,8080,2364.821817,468.78727,29.420474,109.270546,1,0,0,0,0,2,3,0,0,0,1298.150078,1019.386728,300.69035,18.955248,3032.085697,2.936663,2036.001561,46021,55300,19.187002,170,537.292741,2254.215314,13261.794619,31.750536,BENIGN,0
17889,10,4,6771,252,160.866431,408.431006,125.731768,48.092433,142.829158,638.394109,77.674595,392587.623679,782.603835,17,50062,40205,485.545772,426.117208,153.982205,1465.347974,0,0,0,2,0,0,2,0,0,0,683.084641,160.866431,142.829158,9.197778,5573.702767,3.359193,226.570831,50802,16614,7.03257,60,1538.179968,210.753456,13088.305081,224.888725,BENIGN,0
246,7,7,9261,4715,129.916518,567.932501,78.260723,413.464888,37.217001,62.717394,16.635449,56813008.130081,56910.569106,6,38122,13258,411.050769,370.603678,2700.091924,537.490962,0,0,1,2,0,1,8,0,0,0,52.361145,129.916518,37.217001,6.198026,7652.119338,6.157782,3834.435081,40434,45922,5.615461,181,2007.86431,3138.182404,17566.492568,2122.070077,BENIGN,0
6071,29,12,951,9739,423.755599,1707.690786,214.652719,242.901727,44.297367,125.451859,16.248819,1760830.176248,6753.417888,6,64632,21,712.78495,1364.863848,1618.518675,1238.788762,0,0,0,3,1,1,2,0,0,0,79.116212,423.755599,44.297367,24.0109,907.787281,11.779481,9090.853484,27038,27507,21.959463,137,4233.657872,4454.802604,23711.512193,116.208258,BENIGN,0
15100,8,8,783,126,293.888798,668.456083,54.627523,90.835466,151.279011,545.246125,102.778346,60198.675497,1059.602649,6,51493,3389,466.697914,1359.628806,616.425714,871.130791,0,0,0,4,1,0,5,0,0,0,309.636783,293.888798,151.279011,7.457643,713.516084,7.863483,109.722167,14359,40224,6.4351,177,1565.30155,1975.8341,8675.151344,2301.054136,PortSc,1
73299,4,6,1365,1536,46.952853,102.498558,20.694469,39.741355,82.225462,346.830671,9.415587,39577.620431,136.427509,6,13620,3389,523.46802,997.546991,1959.132901,360.776463,0,0,0,2,0,3,7,0,0,0,886.327615,46.952853,82.225462,3.620177,1260.10878,5.94726,1521.427949,23048,58168,3.699064,56,12399.714235,141.341532,9088.209046,91.093046,Botnet,1
20095,9,3,238,5086,218.669671,870.585285,54.342504,226.801672,267.395812,652.69063,107.164726,264941.527743,597.163474,17,2062,25,526.265182,1187.06876,544.92853,563.594879,0,0,1,3,1,0,5,0,0,0,136.112334,218.669671,267.395812,8.33706,222.417324,2.57578,5085.356023,59682,41560,6.679531,163,107.613821,2309.969965,9951.294099,5839.353028,BENIGN,0
2632,6,1,7616,143,979.735581,3351.419869,384.141623,31.313656,588.651146,2485.794378,248.38915,2947948.328267,2659.574468,17,52155,37288,895.578437,173.129458,4467.373925,683.173249,0,0,0,2,1,0,4,0,0,0,79.536291,979.735581,588.651146,5.636846,7333.622786,0.920641,134.406951,6766,22330,4.688589,190,10651.356704,489.228878,11709.135871,8824.224651,BENIGN,0
32077,5,1,1409,226,327.974593,1067.223167,208.107476,137.452855,76.153058,237.781648,12.320441,50971.100789,187.049911,17,48671,445,1344.862236,154.441105,1061.301521,268.572446,0,0,0,2,0,0,4,0,0,0,435.433965,327.974593,76.153058,4.521288,1347.972542,0.922683,208.830754,1879,13508,4.44376,93,1421.075435,833.322243,2557.378616,12574.809,BENIGN,0
21800,11,6,5253,337,183.16974,588.849748,139.710393,195.236838,505.473913,1234.356186,179.160456,256422.018349,779.816514,6,5128,25,167.652071,285.299469,3094.256678,306.788138,0,0,0,5,0,0,1,0,0,0,776.43557,183.16974,505.473913,10.216285,5104.734867,5.019396,324.174115,7631,52234,9.529694,106,2437.376104,4463.223323,10879.816942,7038.549851,BENIGN,0
154574,9,5,8661,1680,85.822282,391.305278,23.169302,66.259515,908.569022,2615.799548,166.559288,66899.996118,90.571506,6,30879,27826,130.209904,152.089699,910.663653,267.379962,0,0,2,1,0,1,6,0,0,0,51.242321,85.822282,908.569022,7.645383,8015.840667,4.979772,1408.438363,45616,43069,8.077143,78,5345.31852,1971.038917,64.055489,2185.42043,BENIGN,0
49743,14,5,1892,4716,270.63841,810.608432,163.012307,108.52043,211.177243,972.570893,114.778672,132842.812054,381.963291,17,44465,143,601.934427,868.977721,1207.014667,1179.590788,0,0,0,2,1,0,1,0,0,0,102.190324,270.63841,211.177243,13.197085,1729.992513,4.206628,4153.218109,29584,60768,9.914137,101,3321.749342,759.649598,4679.329261,4791.93681,BENIGN,0
14847,20,2,7741,109,80.253904,177.591221,28.249406,108.695001,100.311806,453.425659,66.120965,528726.342022,1481.780831,6,62576,22,250.452362,94.706084,8833.375211,204.243799,0,0,0,2,0,0,5,0,0,0,555.387548,80.253904,100.311806,18.169146,7543.685822,1.768917,96.1387,61004,32230,16.224603,190,12759.931609,373.533535,2474.101746,2689.043659,BENIGN,0
1851,9,3,2242,343,428.657318,2000.618919,272.388899,866.848542,452.778426,723.619616,159.729137,1396542.409508,6482.982172,1,34051,21,1194.79304,39.394215,630.327151,14.285611,0,0,0,1,0,0,6,0,0,0,147.549267,428.657318,452.778426,7.552579,2157.755806,2.493291,326.512816,6476,34602,7.408561,35,2275.988561,779.594375,30497.516897,3621.718747,BENIGN,0
10728,29,2,4641,1582,102.569657,291.154525,29.58239,416.077193,149.40028,621.392342,36.635885,580070.842655,2889.634601,6,36540,53,2816.294361,177.87525,1683.363572,579.26805,0,0,3,1,0,1,8,0,0,0,78.672087,102.569657,149.40028,24.730751,3925.107925,1.938225,1571.820754,28632,6962,24.897187,172,3489.43726,262.517042,466.498037,518.026479,BENIGN,0
43417,12,3,806,45,403.627413,1755.417161,285.075226,117.488638,71.81391,138.678585,42.418852,19600.61727,345.486791,6,44318,143,1177.002666,112.375349,277.203415,713.474948,0,0,0,3,0,1,6,0,0,0,711.749954,403.627413,71.81391,11.169034,708.180687,2.404999,44.01098,23418,49784,10.0909,71,2161.69741,2720.838785,14429.276159,145.552004,BENIGN,0
7676,22,0,6986,0,166.9646,699.633591,125.465202,11.239168,138.783651,226.579973,105.327039,910109.431996,2866.076081,6,35745,21,184.229046,122.643308,165.894407,229.619091,0,0,1,2,0,0,2,0,0,0,102.869265,166.9646,138.783651,18.797584,6324.770166,0.0,0.0,21682,9595,19.761575,130,2403.808893,1216.184067,8549.856564,673.663674,BENIGN,0
19288,3,1,21,138,23.012499,109.055346,4.186937,103.353781,205.805553,311.718175,137.033274,8243.467441,207.382829,6,28424,443,1097.799338,128.823657,1987.044986,253.182745,0,0,2,1,0,0,9,2,0,0,259.948512,23.012499,205.805553,2.554261,17.000561,0.883412,116.701206,63436,3675,2.764114,93,6657.277715,2513.523873,9006.336482,1555.735303,BENIGN,0
53410,22,3,370,557,562.542906,1434.907634,131.275861,282.985407,109.840334,264.990101,48.480716,17356.300318,468.077139,6,37905,21152,1939.221296,3.828923,3500.473106,488.808941,0,0,0,3,0,3,7,0,0,0,394.733359,562.542906,109.840334,17.642247,345.785415,2.748956,512.618004,52676,27493,19.281292,49,1659.444269,1550.42332,2025.417836,1353.898899,BENIGN,0
59589,7,11,4617,1014,204.206101,777.06364,118.384201,282.723066,269.932988,430.629914,169.710212,94497.30655,302.069174,6,23425,48204,2563.208341,85.249437,185.594183,70.474082,0,0,0,2,1,0,7,0,0,0,101.182408,204.206101,269.932988,6.364685,4015.733696,10.207321,951.014802,32543,21646,6.90274,118,2616.453226,473.821751,24571.787722,2401.589778,BENIGN,0
76127,15,4,3959,1342,758.562202,2907.468214,151.358093,102.737074,299.586005,1226.523334,149.37585,69633.638525,249.582934,17,34702,445,4256.678046,123.733295,722.774215,909.267731,0,0,0,0,0,0,4,0,0,0,939.051654,758.562202,299.586005,14.935169,3459.071148,3.949733,1110.837186,50343,51586,11.993714,82,362.882061,152.94469,4041.991676,2500.059724,BENIGN,0
14087,8,5,1527,31,98.254331,195.89188,38.565146,106.494897,185.925637,311.242622,117.962524,110598.424079,922.836658,6,29462,443,892.154708,650.693779,1756.078895,1019.253731,0,0,0,1,0,0,6,0,0,0,318.337495,98.254331,185.925637,7.388282,1299.524586,4.137962,30.517073,1726,28489,5.660084,28,3981.632645,1173.658767,3860.452009,608.35273,SSL_At,1
25001,7,1,2473,268,205.044194,502.894127,27.702142,68.445786,30.534911,149.896209,12.135404,109635.614575,319.987201,6,54729,143,863.808804,60.985603,2231.071885,280.406385,0,0,0,2,0,0,5,0,0,0,487.905227,205.044194,30.534911,6.773305,2238.232436,0.84769,248.926679,60110,40921,6.51525,121,2973.788091,2584.916657,13273.078896,1632.46728,BENIGN,0
169575,9,5,3779,344,196.940154,507.088317,139.820879,57.749821,554.262451,1044.36498,343.050132,24313.72549,82.55934,17,47598,8080,550.076935,612.571801,596.949183,218.718206,0,0,1,2,0,1,4,0,0,0,942.491785,196.940154,554.262451,7.370397,3535.86743,4.882997,281.991332,39325,9099,6.610926,175,6157.753929,1636.777778,1109.932485,971.093723,BENIGN,0
96747,6,5,290,430,1045.140652,4916.853299,349.525065,165.075436,341.805367,1287.404446,74.273191,7442.091228,113.698616,6,60904,445,2287.737759,544.980681,219.716221,83.795081,0,0,0,2,0,0,5,0,1,0,938.431212,1045.140652,341.805367,4.965239,281.54124,4.934105,406.754853,5464,30021,5.593821,103,5783.698779,2561.219605,14348.460904,5698.911585,BENIGN,0
18054,13,2,7759,216,206.285136,824.544782,118.998171,380.621744,609.435684,1919.106457,177.109029,441730.364462,830.840811,17,30736,22,461.063711,289.971246,4294.550927,1185.933492,0,0,0,2,0,0,4,1,0,2,346.610018,206.285136,609.435684,12.127456,7730.600994,1.60576,200.062307,42638,17560,12.029994,192,3720.515241,1788.975726,6111.655844,5149.723433,BENIGN,0
41037,22,8,68203,1373,832.749472,3324.669351,246.083547,27.278675,186.477047,359.839765,40.993886,1695445.573507,731.047591,6,15683,135,1121.914044,230.580884,2145.315511,326.780254,0,0,1,4,0,1,8,0,0,0,167.59595,832.749472,186.477047,20.201275,56602.643635,7.750652,1289.661665,45129,21533,21.157853,186,7676.015187,1956.767565,23296.551188,5991.651185,DoS,1
37297,13,0,10062,0,39.515899,119.484556,30.853036,108.379817,498.381302,1122.240992,66.994505,269780.411293,348.553503,6,19050,21235,93.836916,179.381442,5504.995704,775.215678,0,0,0,1,0,1,4,0,0,0,182.873621,39.515899,498.381302,11.586477,8853.262499,0.0,0.0,24412,21416,11.707889,46,329.955989,116.074788,2495.721714,855.338977,BENIGN,0
12435,7,3,1407,340,93.685688,351.020281,71.003109,65.145253,396.483999,1974.022758,135.469525,140490.550864,804.181745,6,34689,20266,697.558851,571.501729,1200.160596,178.405519,0,0,1,0,1,0,7,0,0,0,231.586289,93.685688,396.483999,6.845127,1160.759591,2.532325,323.238807,18045,55467,4.949624,63,2365.648767,1597.089001,8273.701022,178.228661,BENIGN,0
123468,19,2,5338,587,188.786433,834.391343,73.857152,359.957629,543.150107,2676.184001,314.00159,47988.142677,170.084556,6,7058,8080,3465.069835,1012.503218,883.046844,1320.598766,0,0,1,2,0,0,9,0,0,0,277.17914,188.786433,543.150107,16.294246,4394.509401,1.621244,549.653558,22330,62198,15.35652,42,4682.008989,344.929997,16078.445087,4265.285592,BENIGN,0
19010,8,7,1716,218,244.335022,998.730205,99.419249,809.320159,270.487015,866.494868,90.044409,101735.928459,789.05839,17,30938,25,2.636582,536.441122,344.67513,1970.058151,0,0,0,2,0,0,3,0,0,0,692.634925,244.335022,270.487015,7.202949,1631.047746,6.322258,211.726676,28664,11610,6.354279,113,554.20073,3650.825215,2514.860796,2691.867625,BruteForce,1
1947,20,5,32855,117,135.578835,369.765761,62.368328,43.531045,574.684708,1514.75603,227.906336,16934771.443246,12840.267078,6,24103,445,161.344772,430.819842,1167.969801,225.140304,0,0,0,0,0,0,2,0,0,0,422.03185,135.578835,574.684708,16.081236,29488.6291,4.008114,115.862912,1016,1272,17.862455,43,1353.739725,418.015535,26967.255379,1992.227517,DoS,1
19894,27,7,22147,2505,1505.352795,2337.395376,1089.098581,236.195861,16.28292,30.531246,12.052772,1239167.588218,1709.058007,6,35567,110,2807.040603,1783.860237,1080.443162,129.494759,0,0,1,3,0,0,4,0,0,0,430.657485,1505.352795,16.28292,25.621029,20591.296987,5.939954,2274.94617,36505,14616,19.631808,24,4846.300376,295.281668,2637.566127,5032.852662,BENIGN,0
110802,6,10,1261,10777,163.368071,507.083059,43.079867,230.000415,25.764492,101.017027,15.292857,108644.248299,144.401726,6,47601,143,994.702856,1670.27742,655.505288,530.950198,0,0,0,3,1,1,7,0,0,0,96.004752,163.368071,25.764492,4.844746,1124.009908,9.313665,9513.11995,43803,61437,5.331034,35,3799.647431,143.884755,27485.97934,153.73166,BENIGN,0
10825,14,9,4988,1325,228.80923,862.134495,122.619903,205.400346,29.07127,126.113026,12.550848,583187.066975,2124.711316,6,52783,53,1907.805455,1171.468658,846.87751,252.225199,0,0,0,1,1,1,5,0,0,0,136.019453,228.80923,29.07127,12.428165,4839.343398,8.283784,1263.892204,65266,11834,12.645767,121,4484.491267,3874.274265,34132.371751,1895.52187,BENIGN,0
75833,25,4,8768,799,425.377615,1455.34102,184.539492,56.417546,210.198937,843.212004,147.172362,126158.796302,382.419263,6,9577,53,2140.217923,513.520346,1649.239755,1349.093026,0,0,0,2,0,1,7,0,0,0,741.236868,425.377615,210.198937,23.705585,7639.247535,3.897652,772.612501,48066,38533,19.745639,93,8726.384668,295.694768,20253.201537,1335.195022,BENIGN,0
